IT#WIKIDATA#Q1462905	comune$NOM francese$ADJ
IT#WIKI#Ban-sur-Meurthe-Clefcy	Ban-sur-Meurthe-Clefcy$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det Vosgi$NOM nel$PRE:det regione$NOM del$PRE:det Lorena.$NOM
IT#WIKI#Stenografia	il$DET:def stenografia$NOM essere$VER:pres un$DET:indef metodo$NOM di$PRE scrittura$NOM veloce$ADJ tachigrafico,$NOM che$PRO:rela impiegare$VER:pres segni,$VER:impe abbreviazione$NOM o$CON simbolo$NOM per$PRE rappresentare$VER:infi lettere,$NOM suoni,$NOM parola$NOM o$CON frasi.$NOM
IT#WIKIDATA#Q643807	comune$ADJ ceco$NOM
IT#WIKI#Provincia_di_Zamora-Chinchipe	il$DET:def provincia$NOM di$PRE Zamora$NOM Chinchipe$NOM essere$VER:pres una$DET:indef del$PRE:det ventiquattro$ADJ provincia$NOM dell'Ecuador,$NOM il$DET:def capoluogo$NOM essere$VER:pres il$DET:def città$NOM di$PRE Zamora.$NOM
IT#WIKIDATA#Q57220	generale$NOM tedesco$ADJ
IT#WIKIDATA#Q1007208	comune$NOM francese$ADJ
IT#WIKI#Oscar_alla_miglior_attrice_non_protagonista	L'Oscar$VER:infi al$PRE:det migliore$ADJ attore$NOM non$ADV protagonista$NOM venire$VER:pres assegnare$VER:pper all'attrice$NOM che$CON compare$NOM in$PRE un$DET:indef film$NOM in$PRE un$DET:indef ruolo$NOM non$ADV protagonista$NOM votare$VER:pper come$PRE migliore$ADJ dall'Academy$NOM of$NPR Motion$NOM Picture$NOM Arts$NOM and$NPR Sciences,$NOM cioè$ADV l'ente$ADJ che$PRO:rela assegnare$VER:pres il$DET:def Academy$NOM Awards,$NOM il$DET:def celebre$ADJ premio$NOM conoscere$VER:pper in$PRE Italia$NPR come$PRE premio$NOM Oscar.$NOM
IT#WIKI#Gars_am_Kamp	Gars$NOM am$NOM Kamp$NOM essere$VER:pres un$DET:indef comune$NOM di$PRE @card@$NUM abitante$NOM del$PRE:det bassa$NOM Austria.$ABR
IT#WIKIDATA#Q2005935	videogioco$NOM del$PRE:det @card@$NUM
IT#WIKI#Robert_Napier,_I_barone_Napier_di_Magdala	Robert$NPR Napier,$NOM il$DET:def barone$NOM Napier$NOM di$PRE Magdala$NOM ,$PON figlio$NOM del$PRE:det maggiore$NOM Frederick$NOM Napier,$NOM il$DET:def quale$PRO:rela morì,$NOM durante$PRE il$DET:def preso$ADJ d'assalto$NOM di$PRE Meester$NOM Cornelis,$NOM a$PRE Giava,$NOM il$DET:def @card@$NUM agosto$NOM @ord@$ORD
IT#WIKIDATA#Q209094	attore$NOM statunitense$ADJ
IT#WIKI#4733_ORO	@card@$NUM oro$NOM essere$VER:pres un$DET:indef asteroide$NOM del$PRE:det fascia$NOM principale.$ABR
IT#WIKIDATA#Q998388	comune$NOM francese$ADJ
IT#WIKI#Doug_Hutchison	nascere$VER:pper a$PRE Dover,$NOM figlio$NOM di$PRE Ashley$NOM e$CON Richard$NPR Hutchison,$NOM trascorrere$VER:pres il$DET:def suo$PRO:poss infanzia$NOM a$PRE Detroit$NPR e$CON successivamentea$VER:impe Minneapolis.$ABR
IT#WIKI#Sessa_(Svizzera)	sessa$NOM essere$VER:pres un$DET:indef comune$NOM svizzero$ADJ del$PRE:det Canton$NOM Ticino,$NOM situare$VER:pper nel$PRE:det Malcantone,$NOM sul$PRE:det falda$NOM meridionale$ADJ del$PRE:det colla|colle$NOM Sceree,$NOM confinante$ADJ con$PRE il$DET:def comune$NOM italiano$ADJ di$PRE Dumenza.$NOM
IT#WIKIDATA#Q1325392	comune$NOM francese$ADJ
IT#WIKI#Sekhem-netjer	Sekhem-netjer$NOM essere$VER:pres essere|stare$VER:pper il$DET:def primo$ADJ sovrano$NOM del$PRE:det XIII$NUM dinastia$NOM egizia.$NOM
IT#WIKI#Kevernes	Kevernes$NOM essere$VER:pres un$DET:indef comune$ADJ dell'Ungheria$NOM di$PRE @card@$NUM abitanti.$ABR
IT#WIKI#Madame_Bovary	madama$NOM Bovary$NOM essere$VER:pres il$DET:def primo$ADJ romanzo$NOM di$PRE Gustave$NOM Flaubert.$ABR
IT#WIKI#Langston_Hughes	il$DET:def primo$ADJ anno$NOM di$PRE vita$NOM rappresentare$VER:remo per$PRE Hughes$NPR un$DET:indef notevole$ADJ serbatoio$NOM di$PRE esperienza$NOM che$PRO:rela lo$PRO:pers avere$VER:cond preparare$VER:pper a$PRE scrivere$VER:infi sul$PRE:det genere$NOM umano,$NOM avere$VER:geru da$PRE bambino$NOM e$CON da$PRE ragazzo$NOM vivere$VER:pper in$PRE molto$PRO:indef posti,$NOM entrare$VER:geru in$PRE contatto$NOM con$PRE diverso$ADJ genere|genero$NOM di$PRE persone.$NOM
IT#WIKI#Mariniana	esistere$VER:pres diverso$ADJ moneta$NOM riportare$VER:ppre il$DET:def legenda$ADJ DIVAE$NOM MARINIANAE$NOM che$PRO:rela venire$VER:pres datare$VER:pper al$PRE:det primo$ADJ anno$NOM di$PRE regno$NOM di$PRE Valeriano$NOM e$CON Gallieno:$NOM data$NOM l'usanza$VER:remo di$PRE divinizzare$VER:infi il$DET:def moglie$NOM del$PRE:det imperatore$NOM morire$VER:pper prima$CON dell'ascesa$VER:pper al$PRE:det trono$NOM del$PRE:det mariti,$NOM essere$VER:pres probabile$ADJ che$PRO:rela Mariniana$NOM essere$VER:cimp il$DET:def moglie$NOM di$PRE Valeriano$NOM e$CON che$PRO:rela essere$VER:cpre morire$VER:pper prima$ADV del$PRE:det @card@$NUM anno$NOM del$PRE:det suo$PRO:poss ascensione$NOM al$PRE:det trono.$NOM
IT#WIKIDATA#Q357231	imperatore$NOM giapponese$ADJ
IT#WIKI#Università_di_Friburgo	L'Università$NOM di$PRE Friburgo$NOM essere$VER:pres un'istituzione$VER:impe accademico$ADJ bilingue,$NOM in$PRE lingua$NOM francese$ADJ e$CON tedesca,$NOM con$PRE sede$NOM nel$PRE:det città$NOM svizzero$ADJ di$PRE Friburgo.$NOM
IT#WIKI#Paggio	il$DET:def paggio$NOM essere$VER:impf un$DET:indef giovinetto$NOM di$PRE nobile$ADJ famiglia,$NOM che$ADJ servire$VER:geru a$PRE principe|principio$NOM e$CON a$PRE grande$ADJ cavalieri,$NOM apprendere$VER:impf il$DET:def disciplina$NOM militare$ADJ per$PRE essere$VER:infi quindi$ADV promuovere$VER:pper a$PRE carica$NOM per$PRE il$DET:def più$ADV militari.$NOM
IT#WIKI#Potamogalinae	quello$PRO:demo del$PRE:det Potamogalinae$NOM essere$VER:pres una$DET:indef sottofamiglia$NOM di$PRE Tenrecidae$NOM comprendere$VER:ppre due$ADJ genere|genero$NOM e$CON tre$ADJ specie,$NOM l'unica$ADJ del$PRE:det famiglia$NOM diffondere$VER:pper al$PRE:det di$PRE fuori$ADV del$PRE:det Madagascar.$NOM
IT#WIKI#Parabolani	il$DET:def Parabolani,$NOM o$CON meglio$ADJ Parabalani,$NOM essere$VER:remo il$DET:def membro$NOM di$PRE una$DET:indef confraternita$NOM cristiano$ADJ che$PRO:rela nel$PRE:det chiesa$NOM del$PRE:det origine$NOM si$PRO:refl dedicare$VER:impf sotto$PRE giuramento$NOM al$PRE:det cura$NOM del$PRE:det malati,$NOM specie$ADV del$PRE:det appestati,$NOM e$CON al$PRE:det sepoltura$NOM del$PRE:det morti,$NOM sperare$VER:geru così$ADV di$PRE morire$VER:infi per$PRE Cristo.$NOM
IT#WIKIDATA#Q272052	comune$NOM francese$ADJ
IT#WIKI#Guttet-Feschel	Guttet-Feschel$NOM essere$VER:pres un$DET:indef comune$NOM del$PRE:det Canton$NOM Vallese$NOM di$PRE @card@$NUM abitanti.$ABR
IT#WIKIDATA#Q919486	Album$NOM del$PRE:det Amon$NOM Amarth$NOM del$PRE:det @card@$NUM
IT#WIKI#Lierne	Lierne$NOM essere$VER:pres il$DET:def nome$NOM di$PRE un$DET:indef comune$NOM norvegese$ADJ del$PRE:det contea$NOM di$PRE Nord-Trøndelag.$NOM
IT#WIKI#PC-7_Team	il$DET:def PC-7$NOM team$NOM essere$VER:pres il$DET:def secondo$ADJ pattuglia$NOM acrobatico$ADJ ufficiale$ADJ del$PRE:det forza$NOM Aeree$NOM Svizzere.$ABR
IT#WIKI#Nippon_Budokan	il$DET:def essere$VER:pres un'arena$VER:impe situare$VER:pper nel$PRE:det zona$NOM centrale$ADJ di$PRE Tokyo.$NOM
IT#OMWIKI#670077	il$DET:def sole$NOM e$CON il$DET:def tutto$PRO:indef il$DET:def oggetto$NOM celeste$ADJ e$CON il$DET:def materia$NOM gravitazionalmente$VER:ppre legare$VER:pper ad$PRE esso.$NOM
IT#WIKIDATA#Q232365	regina$NOM del$PRE:det franco$NOM
IT#WIKIDATA#Q781278	bobbista$NOM lettone$ADJ
IT#WIKI#Sœurdres	Sœurdres$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det Maine$NOM e$CON Loira$NOM nel$PRE:det regione$NOM del$PRE:det Loira.$NOM
IT#WIKI#Abdulino	Abdulino$VER:impe essere$VER:pres una$DET:indef città$NOM del$PRE:det Russia$NPR europeo$ADJ sudorientale,$NOM situare$VER:pper nell'oblast'$NOM di$PRE Orenburg;$NOM essere$VER:pres il$DET:def capoluogo$NOM del$PRE:det rajon$NOM Abdulinskij.$ABR
IT#WIKI#Hélia_Souza	giocare$VER:pres nel$PRE:det ruolo$NOM di$PRE palleggiatore$NOM nel$PRE:det rio$NOM de$NPR Janeiro$NPR Vôlei$NOM Clube.$ABR
IT#WIKI#42º_parallelo_Nord	il$DET:def 42º$NOM parallelo$ADJ nord$NOM essere$VER:pres un$DET:indef parallelo$NOM situare$VER:pper a$PRE @card@$NUM grado$NOM nord$ADJ di$PRE latitudine$NOM rispetto$NOM al$PRE:det piano$NOM equatoriale$ADJ del$PRE:det Terra.$NOM
IT#WIKI#Villedieu_(Cantal)	Villedieu$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det Cantal$NOM nel$PRE:det regione$NOM dell'Alvernia.$ABR
IT#WIKI#Burkina_Faso	il$DET:def Burkina$NOM Faso,$NOM già$ADV repubblica$NOM dell'Alto$VER:pres Volta,$NOM essere$VER:pres uno$DET:indef stato$NOM dell'Africa$ADJ occidentale$NOM privo$ADJ di$PRE sbocco$NOM sul$PRE:det mare$NOM e$CON confinante$NOM con$PRE male$NOM a$PRE nord,$NOM Niger$NOM a$PRE est,$NOM Benin$NPR a$PRE sud-est,$NOM Togo$NPR e$CON Ghana$NPR a$PRE sud$NOM e$CON costa$NOM d'Avorio$ADJ a$PRE sud-ovest.$NOM
IT#WIKI#Guacamayas	Guacamayas$NOM essere$VER:pres un$DET:indef comune$NOM del$PRE:det Colombia$NPR facente$ADJ parte$NOM del$PRE:det dipartimento$NOM di$PRE Boyacá.$NOM
IT#WIKIDATA#Q930178	comune$NOM ungherese$ADJ
IT#WIKIDATA#Q508918	disco$NOM di$PRE gomma$NOM utilizzare$VER:pper nell'hockey$NOM su$PRE ghiaccio$NOM
IT#WIKI#Discepolo_che_Gesù_amava	il$DET:def perifrasi$NOM "discepolo$NOM che$CON Gesù$NOM amava"$NOM essere$VER:pres utilizzare$VER:pper nel$PRE:det vangelo$NOM secondo$PRE Giovanni$NPR per$PRE indicare,$NOM secondo$PRE il$DET:def tradizione$NOM e$CON l'ipotesi$VER:impe più$ADV probabile,$NOM il$DET:def stesso$ADJ Giovanni,$NOM anche$ADV se$CON però$ADV alcuno$PRO:indef del$PRE:det ultimo$ADJ studio$NOM di$PRE alcuno$PRO:indef esegeta$NOM tendere$VER:pres ad$PRE escludere$VER:infi che$PRO:rela si$PRO:pers trattare$VER:cpre di$PRE Giovanni$NPR l'apostolo.$ABR
IT#WIKIDATA#Q46142	comune$NOM italiano$ADJ
IT#WIKIDATA#Q442602	fumettista$NOM giapponese$ADJ
IT#WIKIDATA#Q1168293	comune$NOM francese$ADJ
IT#WIKI#24048_Pedroduque	@card@$NUM Pedroduque$NOM essere$VER:pres un$DET:indef asteroide$NOM del$PRE:det fascia$NOM principale.$ABR
IT#WIKIDATA#Q152452	economista$NOM e$CON politico$ADJ svedese$ADJ
IT#WIKI#François-Auguste_Mignet	essere$VER:remo condiscepolo$NOM e$CON amico$NOM di$PRE Adolphe$NOM Thiers$NOM e$CON vincitore$ADJ dell’Académie$NOM des$NOM inscriptions$VER:cond et$VER:infi belles-lettres$NOM all’età$NOM di$PRE ventiquattro$ADJ anni.$NOM
IT#WIKIDATA#Q1084168	asteroide$NOM
IT#WIKI#Frederick_DuCane_Godman	Godman$NOM essere$VER:pres noto$ADJ soprattutto$ADV per$PRE essere$VER:infi essere|stare$VER:pper il$DET:def coautore,$NOM insieme$ADV ad$PRE Osbert$NOM Salvin,$NOM di$PRE biologia$NOM Centrali-Americana,$NOM una$DET:indef grandioso$ADJ enciclopedia$NOM in$PRE @card@$NUM volume$NOM sul$PRE:det storia$NOM naturale$ADJ del$PRE:det Centroamerica.$NOM
IT#WIKI#Monneren	Monneren$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det Mosella$NOM nel$PRE:det regione$NOM del$PRE:det Lorena.$NOM
IT#WIKI#Said_Belqola	in$PRE compagnia$NOM dell'egiziano$VER:pres Gamal$NOM Al-Ghandour,$NOM andare$VER:pres considerare$VER:pper come$PRE il$DET:def più$ADV grande$ADJ arbitro$NOM africano$ADJ di$PRE sempre,$NOM l'unico$ADJ che$PRO:rela essere$VER:cpre riuscire$VER:pper ad$PRE aggiudicare$VER:infi il$DET:def finale$NOM del$PRE:det mondiale$ADJ di$PRE calcio,$NOM precisamente$ADV quello$PRO:demo del$PRE:det @card@$NUM al$PRE:det Stade$NOM de$NPR France$NPR di$PRE Parigi$NPR Saint-Denis$NOM tra$PRE Francia$NPR e$CON Brasile.$NOM
IT#WIKIDATA#Q148661	comune$NOM francese$ADJ
IT#WIKI#John_from_Cincinnati	John$NPR from$VER:impe Cincinnati$NOM essere$VER:pres una$DET:indef serie$NOM televisivo$ADJ drammatico$ADJ statunitense,$NOM ambientare$VER:pper nel$PRE:det spiaggia$NOM di$PRE Imperial$NOM Beach,$NOM nel$PRE:det California,$NOM andare$VER:pper in$PRE onda$NOM nel$PRE:det stato$NOM Uniti$NOM su$PRE HBO$NOM dal$PRE:det @card@$NUM giugno$NOM @card@$NUM al$PRE:det @card@$NUM agosto$NOM @ord@$ORD
IT#WIKIDATA#Q1097019	comune$NOM francese$ADJ
IT#WIKIDATA#Q37792	comune$NOM belga$ADJ
IT#WIKIDATA#Q2674780	calciatore$NOM francese$ADJ
IT#WIKIDATA#Q339301	comune$NOM slovacca$ADJ
IT#WIKI#Laguna_di_Guatavita	il$DET:def laguna$NOM di$PRE Guatavita$NOM essere$VER:pres un$DET:indef lago$NOM situare$VER:pper presso$PRE il$DET:def comune$NOM di$PRE Sesquilé,$NOM nel$PRE:det dipartimento$NOM di$PRE Cundinamarca,$NOM a$PRE circa$ADV @card@$NUM chilometro$NOM da$PRE Bogotá,$NOM capitale$ADJ del$PRE:det Colombia.$NOM
IT#WIKI#Disastro_di_Bradford	disastro$NOM di$PRE Bradford$NOM essere$VER:pres il$DET:def nome$NOM dare$VER:pper ad$PRE una$DET:indef strage$NOM di$PRE calcio$NOM avvenire$VER:pper a$PRE Bradford,$NOM in$PRE Inghilterra,$NOM l'11$VER:remo maggio$NOM @card@$PON in$PRE cui$PRO:rela morire$VER:remo @card@$NUM persone.$NOM
IT#WIKIDATA#Q658278	calciatore$NOM olandese$ADJ
IT#WIKI#Laurent_Schwartz	Laurent$NOM Schwartz$NOM nascere$VER:remo in$PRE una$DET:indef famiglia$NOM ebreo$ADJ d'origine$ADJ alsaziana,$NOM impregnare$VER:pper di$PRE cultura$NOM scientifica:$NOM suo$PRO:poss padre$NOM essere$VER:remo un$DET:indef chirurgo$NOM rinomato,$NOM suo$PRO:poss zio$NOM Robert$NPR Debré$NPR il$DET:def fondatore$NOM dell'Unicef$ADJ e$CON un$DET:indef celebre$ADJ pediatra,$NOM il$DET:def prozio$NOM Jacques$NPR Hadamard$NOM un$DET:indef celebre$ADJ matematico.$NOM
IT#WIKIDATA#Q188093	Poeta,$NOM scrittore$NOM e$CON drammaturgo$NOM statunitense$ADJ
IT#WIKI#Église_d'Auteuil_(metropolitana_di_Parigi)	Église$NOM d'Auteuil$NOM essere$VER:pres una$DET:indef stazione$NOM sul$PRE:det linea$NOM @card@$NUM del$PRE:det metropolitana$NOM di$PRE Parigi$NPR ed$CON essere$VER:pres sito$ADJ nel$PRE:det XVI$NUM arrondissement$NOM di$PRE Parigi.$NOM
IT#WIKI#Steven_Saylor	si$PRO:pers essere$VER:pres laureare$VER:pper presso$PRE l'Università$VER:infi del$PRE:det Texas$NPR ad$PRE Austin,$NOM dove$PRO:rela avere$VER:pres studiare$VER:pper storia.$NOM
IT#WIKI#Paul_Capdeville	avere$VER:pres raggiungere$VER:pper il$DET:def suo$PRO:poss più$ADV alto$ADJ ranking$NOM nel$PRE:det singolo$NOM il$DET:def @card@$NUM maggio$NOM @card@$NUM con$PRE il$DET:def 76ª$NOM posizione,$NOM mentre$CON nel$PRE:det doppio$NOM avere$VER:pres raggiungere$VER:pper il$DET:def 147º$NOM porre$VER:pper il$DET:def @card@$NUM luglio$NOM @ord@$ORD
IT#WIKIDATA#Q963019	comune$NOM spagnolo$ADJ
IT#WIKI#Classe_De_Zeven_Provinciën_(incrociatore)	il$DET:def classe$NOM De$NPR Zeven$NOM Provinciën$NOM essere$VER:impf costituire$VER:pper da$PRE due$ADJ incrociatore$NOM leggero$ADJ costruire$VER:pper in$PRE Olanda$NPR nel$PRE:det cantiere$NOM Rotterdamsche$NOM Droogdok$NOM Maatschappij$NOM di$PRE Rotterdam$NPR e$CON Wilton-Feijenoord$NOM di$PRE Schiedam,$NOM che$PRO:rela avere$VER:pres prestare$VER:pper servizio$NOM a$PRE lungo$ADJ primo$ADJ nel$PRE:det marina$NOM olandese$NOM e$CON successivamente$ADV nel$PRE:det marina$NOM Peruviana.$ABR
IT#WIKIDATA#Q708332	film$NOM del$PRE:det @card@$NUM diretto$ADJ da$PRE Bud$NOM Yorkin$NOM
IT#WIKI#Finale_del_campionato_mondiale_di_calcio_2006	il$DET:def finale$NOM del$PRE:det campionato$NOM mondiale$ADJ di$PRE calcio$NOM @card@$NUM essere$VER:pres essere|stare$VER:pper una$DET:indef partita$NOM di$PRE calcio$NOM disputare$VER:pper il$DET:def @card@$NUM luglio$NOM @card@$NUM all'Olympiastadion$NOM di$PRE Berlino,$NOM che$PRO:rela determinare$VER:remo il$DET:def vincitore$NOM del$PRE:det campionato$NOM mondiale$ADJ di$PRE calcio$NOM @ord@$ORD
IT#WIKI#Ordine_di_Sant'Anna	il$DET:def ordine$NOM di$PRE Sant'Anna,$NOM dire$VER:pper anche$ADV ordine$NOM di$PRE Anna,$NOM essere$VER:remo un$DET:indef ordine$NOM cavalleresco$ADJ dell'Holstein$NOM e$CON poi$ADV dell'Impero$VER:pres russo.$ADJ
IT#WIKIDATA#Q1749875	comune$NOM brasiliano$ADJ
IT#WIKIDATA#Q1931138	Album$NOM del$PRE:det Apocalyptica$NOM del$PRE:det @card@$NUM
IT#WIKIDATA#Q40860	comune$NOM italiano$ADJ
IT#WIKI#Amazonetta	il$DET:def alzavola$NOM brasiliano$ADJ essere$VER:pres un$DET:indef uccello$NOM del$PRE:det famiglia$NOM del$PRE:det Anatidi$NOM ed$CON essere$VER:pres l'unica$ADJ rappresentante$NOM del$PRE:det genere$NOM Amazonetta.$ABR
IT#WIKI#Los_Guájares	Los$NPR Guájares$NOM essere$VER:pres un$DET:indef comune$NOM spagnolo$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det comunità$NOM autonomo$ADJ dell'Andalusia.$NOM
IT#WIKIDATA#Q1090406	autore$NOM di$PRE fantascienza$NOM statunitense$ADJ
IT#WIKI#Ibelin	il$DET:def famiglia$NOM del$PRE:det Ibelin$NOM avere$VER:pres origine$NOM molto$ADV oscuro$ADJ ma$CON divenire$VER:remo presto$ADV una$DET:indef del$PRE:det famiglia$NOM più$ADV influente$ADJ del$PRE:det regno$NOM Crociati,$NOM soprattutto$ADV del$PRE:det regno$NOM di$PRE Gerusalemme$NPR e$CON del$PRE:det regno$NOM di$PRE Cipro.$NOM
IT#WIKI#Capezzolo	il$DET:def capezzolo$NOM essere$VER:pres una$DET:indef papilla$NOM cutaneo$ADJ presente$ADJ nel$PRE:det Terii,$NOM il$DET:def sottoclasse$NOM che$PRO:rela raggruppare$VER:pres il$DET:def quasi$ADV totalità$NOM del$PRE:det mammiferi|mammifero$NOM attualmente$ADV viventi.$NOM
IT#WIKIDATA#Q368714	comune$NOM francese$ADJ
IT#WIKIDATA#Q215721	attore$NOM e$CON cantante$NOM austriaco$ADJ
IT#WIKIDATA#Q694131	struttura$NOM del$PRE:det fungo$NOM che$PRO:rela sostenere$VER:pres il$DET:def cappello$NOM
IT#WIKI#John_Ashton	avere$VER:pres conseguire$VER:pper un$DET:indef diploma$NOM presso$PRE il$DET:def scuola$NOM di$PRE teatro$NOM dell'Università$NOM del$PRE:det California$NPR Meridionale.$ABR
IT#WIKI#Gaio_Livio_Salinatore	figlio$NOM di$PRE marco$NOM Livio$NPR Salinatore,$NOM appartenere$VER:impf al$PRE:det gens$NOM Livia.$ABR
IT#WIKIDATA#Q556489	comune$NOM tedesco$ADJ
IT#WIKI#Gjerstad	Gjerstad$NOM essere$VER:pres il$DET:def nome$NOM di$PRE un$DET:indef comune$NOM norvegese$ADJ del$PRE:det contea$NOM di$PRE Aust-Agder.$NOM
IT#WIKI#Fran_Drescher	nota$NOM al$PRE:det grande$ADJ pubblico$NOM per$PRE il$DET:def ruolo$NOM di$PRE Fran$NOM Fine,$NOM nel$PRE:det sitcom$NOM La$ABR Tata.$ABR
IT#WIKI#Josh_Zuckerman	Josh$NOM Zuckerman$NOM nascere$VER:pres a$PRE Los$NPR Altos$NOM dove$PRO:rela passare$VER:remo il$DET:def suo$PRO:poss primo$ADJ anno$NOM di$PRE vita$NOM e$CON frequentare$VER:remo il$DET:def Bullis-Purisima$NOM Elementary$NOM School.$ABR
IT#WIKIDATA#Q576696	comune$NOM francese$ADJ
IT#WIKIDATA#Q2082592	Sincronetta$VER:impe spagnolo$ADJ
IT#WIKI#PaRappa_the_Rapper	PaRappa$NOM the$NOM Rapper$NOM ,$PON conoscere$VER:pper anche$ADV come$PRE "PaRappaRappa",$NOM o$CON "PaRappa$NOM the$NOM Rappa"$NOM essere$VER:pres un$DET:indef videogioco$NOM musicale$ADJ per$PRE il$DET:def Sony$NPR PlayStation$NOM creato$NOM da$PRE Masaya$NOM Matsuura$NOM e$CON il$DET:def suo$PRO:poss compagnia$NOM NanaOn-Sha.$ABR
IT#WIKI#Gillis_Bildt	essere$VER:remo primo$ADJ ministro$NOM del$PRE:det Svezia$NPR dal$PRE:det @card@$NUM al$PRE:det @ord@$ORD
IT#WIKI#La_Cabeza_de_Béjar	il$DET:def Cabeza$NOM de$NPR Béjar$NOM essere$VER:pres un$DET:indef comune$NOM spagnolo$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det comunità$NOM autonomo$ADJ di$PRE Castiglia$NOM e$CON León.$NOM
IT#WIKI#Reforming_catalitico	Nell'ambito$VER:impe dell'industria$VER:impe petrolchimica,$NOM il$DET:def reforming$NOM catalitico$ADJ essere$VER:pres un$DET:indef processo$NOM utilizzare$VER:pper per$PRE aumentare$VER:infi il$DET:def numero$NOM di$PRE ottano$NOM di$PRE una$DET:indef miscela$NOM idrocarburica.$NOM
IT#WIKIDATA#Q607883	farmaco$NOM
IT#WIKIDATA#Q165274	poeta$NOM e$CON sceneggiatore$NOM francese$ADJ
IT#WIKI#Eiko_Shimamiya	avere$VER:pres cantare$VER:pper sigla$NOM di$PRE serie$NOM televisivo$ADJ animato$ADJ quale$PRO:rela Higurashi$VER:cond no$ADV Naku$NOM Koro$NOM ni,$NOM film$NOM di$PRE animazione$NOM e$CON film$NOM dal$PRE:det vivo.$NOM
IT#WIKIDATA#Q227670	comune$NOM francese$ADJ
IT#WIKIDATA#Q630715	comune$NOM francese$ADJ
IT#WIKIDATA#Q148081	partecipazione$NOM al$PRE:det olimpiade$NOM del$PRE:det @card@$NUM
IT#WIKI#The_Young_Victoria	the$NOM Young$NOM victoria$NOM essere$VER:pres un$DET:indef film$NOM del$PRE:det @card@$NUM diretto$ADJ da$PRE Jean-Marc$NOM Vallée$NOM Ambientato$NOM nel$PRE:det primo$ADJ anno$NOM di$PRE regno$NOM del$PRE:det regina$NOM vittoria$NOM del$PRE:det regno$NOM Unito,$NOM interpretare$VER:pper da$PRE Emily$NOM Blunt,$NOM questo$PRO:demo film$NOM storico$ADJ essere$VER:pres essere|stare$VER:pper produrre$VER:pper da$PRE Martin$NPR Scorsese,$NOM Graham$NPR King$NPR e$CON da$PRE Sarah$NOM Ferguson,$NOM ex-moglie$ADJ di$PRE Andrea,$NOM duca$NOM di$PRE York,$NOM secondogenito$ADJ del$PRE:det regina$NOM Elisabetta$NOM II.$ABR
IT#WIKI#Distretto_di_North_Down	il$DET:def distretto$NOM di$PRE North$NPR Down$NOM essere$VER:pres una$DET:indef del$PRE:det suddivisione$NOM amministrativo$ADJ dell'Irlanda$ADJ del$PRE:det Nord,$NOM nel$PRE:det regno$NOM Unito.$ABR
IT#WIKI#Guinkirchen	Guinkirchen$NOM essere$VER:pres un$DET:indef comune$NOM francese$ADJ di$PRE @card@$NUM abitante$NOM situare$VER:pper nel$PRE:det dipartimento$NOM del$PRE:det Mosella$NOM nel$PRE:det regione$NOM del$PRE:det Lorena.$NOM
IT#WIKI#Lockerbie	Lockerbie$NOM essere$VER:pres una$DET:indef piccolo$ADJ città$NOM del$PRE:det Dumfries$NOM e$CON Galloway$NOM una$DET:indef regione$NOM del$PRE:det scozia$NOM sud-occidentale.$NOM
IT#WIKIDATA#Q918745	asteroide$NOM
IT#WIKI#Al-Husayn_ibn_Ali_(Sceriffo_della_Mecca)	nel$PRE:det @card@$NUM si$PRO:pers proclamare$VER:remo califfo$NOM di$PRE tutto$PRO:indef il$DET:def musulmani.$NOM
IT#WIKI#Medicago_truncatula	L'erba$NOM medico$ADJ troncato$ADJ essere$VER:pres una$DET:indef pianta$NOM del$PRE:det famiglia$NOM del$PRE:det Fabacee,$NOM nativo$ADJ del$PRE:det regione$NOM Mediterranea.$ABR
IT#WIKI#Nocciano	Nocciano$NOM essere$VER:pres un$DET:indef comune$NOM italiano$ADJ di$PRE @card@$NUM abitante$NOM del$PRE:det provincia$NOM di$PRE Pescara$NPR in$PRE Abruzzo.$ABR
IT#WIKI#Jixi	Jixi$NOM essere$VER:pres una$DET:indef città$NOM con$PRE una$DET:indef popolazione$NOM di$PRE @card@$NUM abitante$NOM nel$PRE:det parte$NOM orientale$ADJ del$PRE:det provincia$NOM di$PRE Heilongjiang$NOM del$PRE:det repubblica$NOM popolare$ADJ cinese.$NOM
IT#WIKIDATA#Q868451	comune$NOM francese$ADJ
IT#WIKI#Cambiamento_di_paradigma	cambiamento$NOM di$PRE paradigma$NOM essere$VER:pres l'espressione$VER:infi coniare$VER:pper da$PRE Thomas$NPR S.$ABR
