FR#WIKIDATA#Q544	système$NOM planétaire$ADJ du$PRP:det Soleil$NAM
FR#WIKI#Psychomyiidae	le$DET:ART Psychomyiidae$NAM former$VER:pres un$DET:ART famille$NOM d'insectes$VER:subp trichoptères.$ADJ
FR#WIKI#Maráza	Maráza$NAM être$VER:pres un$DET:ART village$NOM et$KON un$DET:ART commune$NOM du$PRP:det comitat$NOM de$PRP Baranya$NAM en$PRP Hongrie.$NAM
FR#WIKI#Exocet_(missile)	L’Exocet$NAM être$VER:pres un$DET:ART famille$NOM de$PRP missile$NOM antinavire$NOM français,$ADJ subsonique$ADJ autonome$NOM voler$VER:ppre à$PRP bas$ADJ altitude,$NOM lancer$VER:pper par$PRP bâtiment$NOM de$PRP surface,$NOM sous-marin,$ADJ aéronef$NOM ou$KON batterie$NOM côtière.$ADJ
FR#WIKI#Perth_(Australie-Occidentale)	Perth$NAM être$VER:pres un$DET:ART ville$NOM d'Australie$VER:pper et$KON le$DET:ART capitale$NOM de$PRP l'État$NOM d'Australie-Occidentale.$ADJ
FR#WIKIDATA#Q901335	commune$NOM français$ADJ
FR#WIKI#Famille_al-Husayni	le$DET:ART famille$NOM al-Husayni$ADJ être$VER:pres un$DET:ART famille$NOM palestinienne.$ADJ
FR#WIKI#Grand_Prix_automobile_des_États-Unis_2004	résultat$NOM du$PRP:det Grand$NAM Prix$NAM automobile$ADJ du$PRP:det États-Unis$NAM de$PRP Formule$NAM @card@$NUM @card@$NUM avoir$VER:pres avoir$VER:pper lieu$NOM sur$PRP l'Indianapolis$NOM Motor$NAM Speedway$NAM le$DET:ART @card@$NUM juin.$NOM
FR#WIKIDATA#Q1168293	commune$NOM français$ADJ
FR#WIKI#Guillaume_de_Pouille	Guillaume$NAM de$PRP Pouille$NAM être$VER:pres l'un$ADJ du$PRP:det plus$ADV célèbre$ADJ chroniqueur$NOM de$PRP l'histoire$ADJ normande,$NOM auteur$NOM d'un$ADJ ouvrager$VER:pres en$PRP cinq$NUM livre$NOM rédiger$VER:pper entre$PRP @card@$NUM et$KON @card@$NUM et$KON intituler$VER:pper De$NAM Gesta$NAM Roberti$NAM Wiscardi,$ABR un$DET:ART précieux$ADJ ouvrage$NOM narrer$VER:ppre l'aventure$NOM du$PRP:det Normands$NAM en$PRP Méditerranée$NAM de$PRP l'an$NOM @card@$NUM à$PRP l'an$NOM @card@$NUM c'est-à-dire$ADV l'année$VER:pper de$PRP le$DET:ART mort$NOM de$PRP Robert$NAM Guiscard.$ABR
FR#WIKI#Jean-Pierre_Ponnelle	Jean-Pierre$NAM Ponnelle$NAM metteur$NOM en$PRP scène$NOM et$KON décorateur$NOM d’opéra$VER:simp français$ADJ être$VER:pres naître$VER:pper le$DET:ART à$PRP Paris$NAM et$KON décéder$VER:pper le$DET:ART à$PRP Munich.$NAM
FR#WIKI#Spirit_Squad	le$DET:ART Spirit$NAM Squad$NAM être$VER:impf un$DET:ART clan$NOM de$PRP catcheur$NOM heel$NOM posséder$VER:ppre du$PRP:det gimmick$NOM de$PRP cheerleaders$NOM à$PRP le$DET:ART WWE,$NOM dans$PRP le$DET:ART division$NOM RAW.$NAM
FR#WIKI#Guttet-Feschel	Guttet-Feschel$NAM être$VER:pres un$DET:ART commune$NOM suisse$ADJ du$PRP:det canton$NOM du$PRP:det Valais,$ABR situer$VER:pper dans$PRP le$DET:ART district$NOM de$PRP Loèche.$NAM
FR#WIKIDATA#Q1707816	groupe$NOM britannique$ADJ
FR#WIKIDATA#Q23443	ville$NOM de$PRP l'Utah$NOM
FR#WIKI#Cercopithèque_noir_et_vert	le$DET:ART Cercopithèque$NAM noir$ADJ et$KON vert$ADJ aussi$ADV appeler$VER:pper Cercopithèque$NAM de$PRP Allen$NAM ou$KON Singe$NAM de$PRP Pocock$NAM être$VER:pres un$DET:ART espèce$NOM de$PRP primate$NOM de$PRP le$DET:ART famille$NOM du$PRP:det cercopithécidés.$NOM
FR#WIKI#Barad-dûr	Barad-dûr$NAM être$VER:pres un$DET:ART tour$NOM dans$PRP l'œuvre$NOM de$PRP l'écrivain$NOM britannique,$ADJ apparaître$VER:ppre notamment$ADV dans$PRP son$DET:POS roman$NOM le$DET:ART Seigneur$NAM du$PRP:det anneaux.$NOM
FR#WIKI#Silent_Hill_(série)	Silent$NAM Hill$NAM être$VER:pres un$DET:ART série$NOM de$PRP jeu$NOM vidéo$ADJ de$PRP type$NOM survival$ADJ horror$NOM éditer$VER:pper par$PRP Konami.$NAM
FR#WIKI#Numb	Numb$NAM être$VER:pres un$DET:ART titre$NOM de$PRP Linkin$NAM Park,$ABR un$NUM groupe$NOM nu$NOM metal.$ADJ
FR#WIKI#Périgny_(Calvados)	Périgny$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM du$PRP:det calvados$NOM et$KON le$DET:ART région$NOM Basse-Normandie,$ADJ peupler$VER:pper de$PRP @card@$NUM habitants.$ABR
FR#WIKIDATA#Q1638504	village$NOM britannique$ADJ
FR#WIKI#Agamura_persica	Agamura$NAM persica,$NOM unique$ADJ représenter$VER:ppre du$PRP:det genre$NOM Agamura,$NAM être$VER:pres un$DET:ART espèce$NOM de$PRP gecko$NOM de$PRP le$DET:ART famille$NOM du$PRP:det Gekkonidae.$NAM
FR#WIKI#Tremors_2_:_Les_Dents_de_la_Terre	Tremors$NOM @card@$NUM :$PUN le$DET:ART dent$NOM de$PRP le$DET:ART Terre$NAM être$VER:pres un$DET:ART film$NOM américain$ADJ réaliser$VER:pper par$PRP S.S.$NAM
FR#WIKIDATA#Q230632	acteur|actrice$NOM américain$ADJ
FR#WIKIDATA#Q1077041	espèce$NOM de$PRP reptile$NOM
FR#WIKIDATA#Q2627840	astéroïde$NOM de$PRP le$DET:ART ceinture$NOM principal$ADJ d'astéroïdes$ADJ
FR#WIKI#Abax	le$DET:ART représentant$NOM du$PRP:det genre$NOM Abax$NAM être$VER:pres du$PRP:det carabe$NOM de$PRP taille$NOM assez$ADV grand$ADJ et$KON de$PRP couleur$NOM généralement$ADV noire,$ADJ au$PRP:det élytre$NOM fortement$ADV strier$VER:pper en$PRP long.$NOM
FR#WIKI#Économie_virtuelle	un$DET:ART économie$NOM virtuel$ADJ être$VER:pres un$DET:ART économie$NOM émergente,$ADJ dans$PRP un$DET:ART monde$NOM virtuel$ADJ persistant,$ADJ habituellement$ADV dans$PRP le$DET:ART contexte$NOM d'un$ADJ jeu$NOM en$PRP ligne$NOM multijoueurs$ADJ sur$PRP l'Internet.$NOM
FR#WIKI#Poliarny	Poliarny$NAM être$VER:pres un$DET:ART ville$NOM fermer$VER:pper de$PRP l'oblast$NOM de$PRP Mourmansk,$NAM en$PRP Russie.$NAM
FR#WIKIDATA#Q941948	ville$NOM de$PRP Géorgie$NAM
FR#WIKI#Royal_Jordanian	Royal$NAM Jordanian$NAM être$VER:pres le$DET:ART compagnie$NOM aérien$ADJ national$ADJ de$PRP le$DET:ART Jordanie.$NAM
FR#WIKI#Bourse_de_Ljubljana	le$DET:ART bourse$NOM de$PRP Ljubljana,$NOM racheter$VER:pper en$PRP @card@$NUM par$PRP le$DET:ART bourse$NOM de$PRP Vienne,$NAM accueillir$VER:pres de$PRP grand$ADJ entreprise$NOM slovènes.$ADJ
FR#WIKI#Esturgeon_blanc	L'esturgeon$NOM blanc,$ADJ être$VER:pres un$DET:ART espèce$NOM d'esturgeons.$ADJ
FR#WIKIDATA#Q1799402	commune$NOM brésilien$ADJ
FR#WIKIDATA#Q274285	peintre$NOM français$ADJ
FR#WIKIDATA#Q852893	commune$NOM français$ADJ
FR#WIKIDATA#Q28698	espèce$NOM d'animaux$ADJ
FR#WIKI#Glen_Cove	Glen$NAM Cove$NAM être$VER:pres un$DET:ART ville$NOM de$PRP l'État$NOM de$PRP New$NAM York,$ABR situer$VER:pper sur$PRP le$DET:ART côte$NOM Nord$NOM de$PRP Long$NAM Island.$ABR
FR#WIKIDATA#Q1792298	commune$NOM tchèque$ADJ
FR#WIKI#Casale_Corte_Cerro	Casale$NAM Corte$NAM Cerro$NAM être$VER:pres un$DET:ART commune$NOM italien$ADJ de$PRP le$DET:ART province$NOM du$PRP:det Verbano-Cusio-Ossola$NAM dans$PRP le$DET:ART région$NOM Piémont$NAM en$PRP Italie.$NAM
FR#WIKI#Gobernador	Gobernador$NAM être$VER:pres un$DET:ART commune$NOM de$PRP le$DET:ART communauté$NOM autonome$ADJ d'Andalousie,$ADJ dans$PRP le$DET:ART province$NOM de$PRP Grenade,$NAM en$PRP Espagne.$NAM
FR#WIKIDATA#Q192021	acteur$NOM américain$ADJ
FR#WIKIDATA#Q175499	footballeur$NOM roumain$ADJ
FR#WIKI#Takashi_Sorimachi	Takashi$NAM Sorimachi$NAM être$VER:pres un$DET:ART acteur$NOM et$KON chanteur$NOM japonais,$VER:subi naître$VER:pper le$DET:ART @card@$NUM décembre$NOM @card@$NUM à$PRP Saitama.$NAM
FR#WIKI#Karin_Fossum	Karin$NAM Fossum$NAM être$VER:pres un$DET:ART écrivaine$NOM norvégien$ADJ naître$VER:pper le$DET:ART à$PRP Sandefjord$NAM dans$PRP le$DET:ART sud$NOM de$PRP le$DET:ART Norvège.$NAM
FR#WIKI#Préalpes_(France)	le$DET:ART Préalpes$NOM être$VER:pres un$DET:ART ensemble$NOM de$PRP massif$NOM montagneux$ADJ de$PRP moyen$ADJ altitude$NOM former$VER:ppre le$DET:ART partie$NOM occidental$ADJ du$PRP:det Alpes.$ABR
FR#WIKI#Carte_de_Hereford	le$DET:ART Carte$ADJ d'Herford$NOM être$VER:pres un$DET:ART mappa$NOM mundi$ADJ dater$VER:ppre de$PRP le$DET:ART fin$NOM du$PRP:det XIIIe$NUM siècle$NOM et$KON exposer$VER:pper dans$PRP le$DET:ART cathédrale$NOM de$PRP Hereford,$ABR dans$PRP l'ouest$NOM de$PRP l'Angleterre.$ABR
FR#WIKIDATA#Q1383115	commune$NOM français$ADJ
FR#WIKIDATA#Q29179	Carière$NOM du$PRP:det Général$NAM franco$ADV
FR#WIKI#E.T._l'extra-terrestre	E.T.$ABR l'extra-terrestre,$ABR plus$ADV connaître$VER:pper sous$PRP son$DET:POS titre$NOM abrégé$NOM E.T.$ABR
FR#WIKI#Ciepielów_(gmina)	le$DET:ART gmina$NOM de$PRP Ciepielów$NAM être$VER:pres être$VER:pres un$DET:ART commune$NOM rural$ADJ de$PRP le$DET:ART voïvodie$NOM de$PRP Mazovie$NAM et$KON du$PRP:det powiat$NOM de$PRP Lipsko.$NAM
FR#WIKIDATA#Q1640711	commune$NOM espagnol$ADJ
FR#WIKI#Yukari_Nakano	Yukari$NOM Nakano,$ABR naître$VER:pper le$DET:ART @card@$NUM août$NOM @card@$NUM à$PRP Aichi,$NAM être$VER:pres un$DET:ART patineur$NOM artistiquer$VER:pres japonaise.$VER:pper
FR#WIKI#Juan_Pablo_Sorín	Juan$NAM Pablo$NAM Sorín,$ABR naître$VER:pper le$DET:ART @card@$NUM mai$NOM @card@$NUM à$PRP Buenos$NAM Aires,$NAM être$VER:pres un$DET:ART ancien$ADJ footballeur$NOM argentin,$ADJ international$ADJ de$PRP @card@$NUM à$PRP @ord@$NAM
FR#WIKIDATA#Q636339	commune$NOM français$ADJ
FR#WIKIDATA#Q1251039	université$NOM chilien$ADJ priver$VER:pper
FR#WIKI#Macaron_le_glouton	macaron$NOM le$DET:ART glouton$NOM être$VER:pres un$DET:ART marionnette$NOM dans$PRP l'émission$NOM pour$PRP enfant$NOM @card@$NUM rue$NOM Sésame.$NAM
FR#WIKIDATA#Q20132	commune$NOM italien$ADJ
FR#WIKIDATA#Q300031	tournoi$NOM de$PRP tennis$NOM
FR#WIKIDATA#Q890680	genre$NOM de$PRP mammifère$NOM
FR#WIKI#Coupe_d'Océanie_de_football_féminin_2007	le$DET:ART Coupe$NAM d'Océanie$NOM de$PRP football$NOM féminin$ADJ @card@$NUM être$VER:pres le$DET:ART huitième$ADJ édition$NOM de$PRP le$DET:ART Coupe$NAM d'Océanie$NOM de$PRP football$NOM féminin,$ADJ un$DET:ART compétition$NOM de$PRP le$DET:ART confédération$NOM du$PRP:det football$NOM d'Océanie$VER:pper qui$PRO:REL mettre$VER:pres au$PRP:det prendre$VER:pper le$DET:ART meilleur$ADJ sélection$NOM national$ADJ féminin$ADJ de$PRP football$NOM affilier$VER:pper à$PRP l'OFC.$NOM
FR#WIKI#Église_d'Auteuil_(métro_de_Paris)	église$NOM d'Auteuil$NOM être$VER:pres un$DET:ART station$NOM de$PRP le$DET:ART ligne$NOM @card@$NUM du$PRP:det métro$NOM de$PRP Paris$NAM ;$PUN elle$PRO:PER être$VER:pres situer$VER:pper dans$PRP le$DET:ART @card@$NUM arrondissement$NOM de$PRP Paris.$NAM
FR#WIKI#Hymont	Hymont$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM du$PRP:det Vosges$NAM et$KON le$DET:ART région$NOM Lorraine.$NAM
FR#WIKIDATA#Q171659	course$NOM automobile$ADJ
FR#WIKIDATA#Q1434704	commune$NOM français$ADJ
FR#WIKI#Velibor_Vasović	Velibor$NAM Vasović$NAM être$VER:simp un$DET:ART joueur$NOM de$PRP football$NOM serbe$ADJ qui$PRO:REL enchaîner$VER:simp sur$PRP un$DET:ART carrière$NOM d'entraîneur.$ADJ
FR#WIKI#Titanite	le$DET:ART titanite$NOM ou$KON sphène$NOM être$VER:pres un$DET:ART espèce$NOM minéral$ADJ du$PRP:det groupe$NOM du$PRP:det silicate$NOM sous$PRP groupe$NOM du$PRP:det nésosubsilicates.$ABR
FR#WIKI#Magie_et_Cristal	magie$NOM et$KON Cristal$NAM être$VER:pres un$DET:ART roman$NOM de$PRP l'écrivain$NOM américain$ADJ Stephen$NAM King,$ABR publier$VER:pper au$PRP:det États-Unis$NAM en$PRP @card@$NUM et$KON publier$VER:pper en$PRP France$NAM en$PRP @card@$NUM sur$PRP un$DET:ART traduction$NOM de$PRP Yves$NAM Sarda.$ABR
FR#WIKIDATA#Q134770	ville$NOM de$PRP Russie$NAM
FR#WIKI#Phèdre_(Platon)	Phèdre$NAM être$VER:pres un$DET:ART dialogue$NOM écrire$VER:pres par$PRP Platon.$NAM
FR#WIKIDATA#Q6398	année$NOM du$PRP:det XIVe$NUM siècle$NOM
FR#WIKIDATA#Q666218	commune$NOM autrichien$ADJ
FR#WIKIDATA#Q2520052	commune$NOM tchèque$ADJ
FR#WIKI#Objat	Objat$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM de$PRP le$DET:ART Corrèze$NAM et$KON le$DET:ART région$NOM Limousin.$NAM
FR#WIKIDATA#Q1611897	commune$NOM français$ADJ
FR#WIKIDATA#Q11169	signe$NOM de$PRP ponctuation$NOM
FR#WIKI#Le_Trésor_de_la_Sierra_Madre	le$DET:ART Trésor$NAM de$PRP le$DET:ART Sierra$NAM Madre$NAM être$VER:pres un$DET:ART film$NOM américain$ADJ réaliser$VER:pper par$PRP John$NAM Huston,$ABR sortir$VER:pper en$PRP @ord@$NAM
FR#WIKI#PowerPC_970	le$DET:ART PowerPC$NOM @card@$NUM et$KON PowerPC$NAM 970FX,$VER:futu aussi$ADV connaître$VER:pper sous$PRP le$DET:ART nom$NOM de$PRP PowerPC$NAM G5,$NAM être$VER:pres du$PRP:det microprocesseur$NOM RISC$NAM de$PRP le$DET:ART famille$NOM PowerPC.$NAM
FR#WIKI#Évigny	Évigny$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM du$PRP:det Ardennes$NAM et$KON le$DET:ART région$NOM Champagne-Ardenne.$ABR
FR#WIKI#Polyéthylène_basse_densité	le$DET:ART polyéthylène$NOM bas$ADJ densité$NOM avoir$VER:pres être$VER:pper inventer$VER:pper en$PRP @card@$NUM par$PRP le$DET:ART ingénieur$NOM anglais$ADJ E.W.$NAM
FR#WIKI#Spotter_(observateur)	un$DET:ART spotter$NOM être$VER:pres un$DET:ART passionner$VER:pper d'aviation$NOM parcourir$VER:ppre le$DET:ART aéroport$NOM et$KON aérodrome$NOM du$PRP:det monde$NOM entier,$ADJ afin$KON d'observer,$ADJ répertorier,$NOM prendre$VER:infi du$PRP:det photo$NOM d'avions$VER:subp et/ou$ADJ note$NOM diverses.$ADJ
FR#WIKI#Province_de_Canas	le$DET:ART province$NOM de$PRP Canas$NAM être$VER:pres l'une$NOM du$PRP:det treize$NUM province$NOM de$PRP le$DET:ART région$NOM de$PRP Cuzco,$NOM au$PRP:det sud$NOM du$PRP:det Pérou.$NAM
FR#WIKI#Éolide	L'Éolide$NAM être$VER:pres le$DET:ART nom$NOM donner$VER:pper dans$PRP l'Antiquité$NOM à$PRP le$DET:ART côte$NOM nord-ouest$ADJ de$PRP l'Asie$NOM mineure,$ADJ entre$PRP le$DET:ART Troade$NOM et$KON le$DET:ART fleuve$NOM Hermos$NAM sur$PRP le$DET:ART golfe$NOM de$PRP Smyrne.$ABR
FR#WIKI#Mémantine	le$DET:ART mémantine$NOM être$VER:pres un$DET:ART substance$NOM actif$ADJ médicamenteux$ADJ proposer$VER:pper dans$PRP le$DET:ART traitement$NOM de$PRP le$DET:ART maladie$NOM d'Alzheimer$ADJ qui$PRO:REL agir$VER:pres par$PRP blocage$NOM du$PRP:det récepteur$ADJ NMDA.$NAM
FR#WIKIDATA#Q142316	minéral$NOM
FR#WIKI#Sofia_Velikaya	Sofia$NAM Aleksandrovna$NAM Velikaïa,$ABR naître$VER:pper le$DET:ART @card@$NUM juin$NOM @card@$NUM à$PRP Alma-Ata,$NAM être$VER:pres un$DET:ART escrimeur$NOM russe$ADJ pratiquer$VER:ppre le$DET:ART sabre.$ABR
FR#WIKIDATA#Q1767002	album$NOM de$PRP Kylie$NAM Minogue$NAM
FR#WIKIDATA#Q1259556	espèce$NOM d'animaux$ADJ
FR#WIKI#Alternative_libérale	alternative$NOM libéral$ADJ être$VER:pres un$DET:ART organisation$NOM politique,$ADJ créer$VER:pper le,$ADJ et$KON alors$ADV doter$VER:pper du$PRP:det statut$NOM de$PRP parti$NOM politique$ADJ français.$ADJ
FR#WIKI#24_Heures_du_Mans_1975	le$DET:ART @card@$NUM édition$NOM du$PRP:det @card@$NUM heure$NOM du$PRP:det Mans$NAM s'est$NOM dérouler$VER:pper le$DET:ART @card@$NUM et$KON @card@$NUM juin$NOM @card@$NUM sur$PRP le$DET:ART circuit$NOM de$PRP le$DET:ART Sarthe.$NAM
FR#WIKI#Matrice_à_diagonale_dominante	en$PRP algèbre$NOM linéaire,$ADJ un$DET:ART matrice$NOM carrer$VER:pper à$PRP coefficient$NOM réel$ADJ ou$KON complexe$ADJ être$VER:pres dire$VER:pper à$PRP diagonale$NOM dominant$ADJ lorsque$KON le$DET:ART module$NOM de$PRP chaque$PRO:IND terme$NOM diagonal$ADJ être$VER:pres supérieur$ADJ ou$KON égal$ADJ à$PRP le$DET:ART somme$NOM du$PRP:det module$NOM du$PRP:det autre$ADJ terme$NOM de$PRP son$DET:POS ligne.$NOM
FR#WIKI#Ronald_Gërçaliu	Ronald$NAM Gërçaliu$NAM être$VER:pres un$DET:ART footballeur$NOM autrichien$ADJ naître$VER:pper le$DET:ART @card@$NUM février$NOM @card@$NUM à$PRP Tirana$NAM en$PRP Albanie.$NAM
FR#WIKI#Les_Frères_Grimm	le$DET:ART Frères$NAM Grimm$NAM être$VER:pres un$DET:ART film$NOM américain$ADJ réaliser$VER:pper par$PRP Terry$NAM Gilliam,$ABR sortir$VER:pper en$PRP @ord@$NAM
FR#WIKI#Valras-Plage	Valras-Plage$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM de$PRP l'Hérault$NOM et$KON le$DET:ART région$NOM Languedoc-Roussillon.$NAM
FR#WIKI#Dmitri_Kiritchenko	Dmitri$NAM Sergueïevitch$NAM Kiritchenko$NAM être$VER:pres un$DET:ART footballeur$NOM russe$ADJ naître$VER:pper le$DET:ART @card@$NUM janvier$NOM @card@$NUM à$PRP Novoaleksandrovsk$NAM évoluer$VER:ppre au$PRP:det Saturn$NAM Ramenskoïe$NOM au$PRP:det poste$NOM d'attaquant$VER:ppre depuis$PRP @ord@$NAM
FR#WIKI#Anostomidae	le$DET:ART Anostomidés$NOM former$VER:pres unefamille$NOM de$PRP poisson$NOM appartenir$VER:ppre à$PRP l'ordre$VER:infi du$PRP:det Characiformes.$ABR
FR#WIKI#Marçon	Marçon$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM de$PRP le$DET:ART Sarthe$NAM et$KON le$DET:ART région$NOM Pays$NAM de$PRP le$DET:ART Loire.$NAM
FR#WIKI#Bortigali	Bortigali$NAM être$VER:pres un$DET:ART commune$NOM italien$ADJ de$PRP le$DET:ART province$NOM de$PRP Nuoro$NAM dans$PRP le$DET:ART région$NOM Sardaigne$NAM en$PRP Italie.$NAM
FR#WIKI#Hussein_ben_Ali_(Chérif_de_La_Mecque)	Hussein$NAM ibn$NAM Ali$NAM être$VER:pres un$DET:ART hachémite,$ADJ chérif$NOM de$PRP le$DET:ART Mecque$ADJ jusqu'en$NOM @card@$NUM et$KON roi$NOM du$PRP:det Hedjaz$NAM de$PRP @card@$NUM à$PRP @ord@$NAM
FR#WIKI#Chuck_Wepner	Chuck$NAM Wepner$NAM être$VER:pres un$DET:ART boxeur$NOM poids$NOM lourd$ADJ américain$ADJ naître$VER:pper le$DET:ART @card@$NUM février$NOM @card@$NUM à$PRP New$NAM York.$ABR
FR#WIKIDATA#Q221394	commune$NOM danois$ADJ
FR#WIKI#Alliage_métallique_amorphe	un$DET:ART alliage$NOM métallique$ADJ amorphe,$NOM appeler$VER:pper aussi$ADV «$PUN:cit métal$NOM amorphe$ADJ »,$ADJ être$VER:pres un$DET:ART alliage$NOM métallique$ADJ solide$ADJ doter$VER:pper d'une$NOM structure$NOM amorphe$ADJ plutôt$ADV que$KON cristalline.$ADJ
FR#WIKIDATA#Q1784847	parc$NOM national$ADJ du$PRP:det Cameroun$NAM
FR#WIKIDATA#Q490339	groupe$NOM de$PRP musique$NOM britannique$ADJ
FR#WIKIDATA#Q372272	joueur$NOM de$PRP football$NOM britannique$ADJ
FR#WIKIDATA#Q1052830	espèce$NOM d'animaux$ADJ
FR#WIKI#Höchstetten	Höchstetten$NAM être$VER:pres un$DET:ART commune$NOM suisse$ADJ du$PRP:det canton$NOM de$PRP Berne,$NOM situer$VER:pper dans$PRP l'arrondissement$NOM administratif$ADJ de$PRP l'Emmental.$NOM
FR#WIKI#Province_de_Tapacarí	le$DET:ART province$NOM de$PRP Tapacarí$NAM être$VER:pres un$DET:ART du$PRP:det @card@$NUM province$NOM du$PRP:det département$NOM de$PRP Cochabamba,$NAM en$PRP Bolivie.$NAM
FR#WIKI#Ami_Argand	François$NAM Pierre$NAM Ami$NAM Argand,$ABR naître$VER:pper à$PRP Genève$NAM le$DET:ART et$KON mort$NOM à$PRP Londres$NAM le,$NOM être$VER:pres un$DET:ART physicien$NOM et$KON chimiste$NOM suisse.$ADJ
FR#WIKI#Magnétar	un$DET:ART magnétar$NOM être$VER:pres un$DET:ART étoile$NOM à$PRP neutron$NOM disposer$VER:ppre d'un$ADJ champ$NOM magnétique$ADJ hyper-puissant,$NOM qui$PRO:REL émettre$VER:pres du$PRP:det radiation$NOM électromagnétique$ADJ de$PRP haut$ADJ énergie,$NOM comme$KON le$DET:ART rayon$NOM X$NUM et$KON gamma.$NOM
FR#WIKIDATA#Q200190	commune$NOM allemand$ADJ
FR#WIKIDATA#Q123164	compositeur$NOM suisse$ADJ
FR#WIKI#Germain_Derijcke	germain$NOM Derijcke,$ABR naître$VER:pper le$DET:ART à$PRP Bellegem$NAM et$KON mourir$VER:pper le$DET:ART à$PRP Bellegem,où$NAM il$PRO:PER être$VER:pres enterré,$NOM être$VER:pres un$DET:ART coureur$NOM cycliste$ADJ belge,$ADJ spécialiste$NOM du$PRP:det course$NOM d'un$ADJ jour.$ADJ
FR#WIKI#Aubenas-les-Alpes	Aubenas-les-Alpes$NAM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM du$PRP:det Alpes-de-Haute-Provence$NAM et$KON le$DET:ART région$NOM Provence-Alpes-Côte$NAM d'Azur.$ABR
FR#WIKI#Giron_(Ain)	giron$NOM être$VER:pres un$DET:ART commune$NOM française,$ADJ situer$VER:pper dans$PRP le$DET:ART département$NOM de$PRP l'Ain$NOM et$KON le$DET:ART région$NOM Rhône-Alpes.$NAM
FR#WIKIDATA#Q1017965	commune$NOM français$ADJ
FR#WIKI#Kröpelin	Kröpelin$NAM être$VER:pres un$DET:ART ville$NOM du$PRP:det Mecklembourg-Poméranie$NAM occidental$ADJ situer$VER:pper dans$PRP l'arrondissement$NOM de$PRP Rostock.$NAM
FR#WIKIDATA#Q1012064	ville$NOM japonais$ADJ
FR#WIKI#She_(chanson)	She$NAM être$VER:pres un$DET:ART chanson$NOM du$PRP:det groupe$NOM punk$ADJ américain$ADJ Green$NAM Day$NAM et$KON le$DET:ART cinquième$NOM single$ADJ extraire$VER:pper de$PRP leur$DET:POS troisième$NUM album,$NOM Dookie,$ABR paraître$VER:pper en$PRP @ord@$NAM
FR#WIKIDATA#Q355696	footballeur$NOM italien$ADJ
FR#WIKI#Aemilii	le$DET:ART Æmilii$NOM ou$KON gens$NOM Æmilia$VER:simp constituer$VER:pres l’une$NOM du$PRP:det famille$NOM le$DET:ART plus$ADV important$ADJ de$PRP l’histoire$NOM romaine.$ADJ
FR#WIKI#Rite_ambrosien	le$DET:ART rite$NOM ambrosien$ADJ être$VER:pres l'une$NOM du$PRP:det manière$NOM de$PRP célébrer$VER:infi le$DET:ART messe$NOM dans$PRP le$DET:ART catholicisme$NOM latin.$ADJ
FR#WIKI#Gars_am_Kamp	gars$NOM am$NOM Kamp$NAM être$VER:pres un$DET:ART commune$NOM autrichien$ADJ du$PRP:det district$NOM de$PRP Horn$NAM en$PRP Basse-Autriche.$NAM
FR#WIKIDATA#Q471579	footballeur$NOM tunisien$ADJ
FR#WIKI#Nettoyeur_haute-pression	un$DET:ART nettoyeur$NOM haute-pression$NOM être$VER:pres un$DET:ART appareil$NOM de$PRP nettoyage$NOM propulser$VER:ppre de$PRP l'eau$NOM à$PRP haut$ADJ pression.$NOM
FR#WIKIDATA#Q506778	acteur$NOM américain$ADJ
FR#WIKI#Matsudo	Matsudo$NAM être$VER:pres un$DET:ART de$PRP le$DET:ART préfecture$NOM de$PRP Chiba,$NAM au$PRP:det Japon.$NAM
FR#WIKI#Sur_la_route_(film,_2012)	sur$PRP le$DET:ART route$NOM être$VER:pres un$DET:ART road$NOM movie$NOM franco-canado-brésilien$ADJ réaliser$VER:pper par$PRP Walter$NAM Salles,$ABR adapter$VER:pper du$PRP:det roman$NOM homonyme$ADJ de$PRP Jack$NAM Kerouac,$ABR sortir$VER:pper en$PRP @ord@$NAM
FR#WIKI#Antonio_Milososki	Antonio$NAM Milososki$NAM ou$KON Antonio$NAM Milošoski,$ABR naître$VER:pper le$DET:ART @card@$NUM janvier$NOM @card@$NUM à$PRP Tetovo,$ADJ en,$NOM être$VER:pres un$DET:ART homme$NOM politique$ADJ macédonien.$ADJ
FR#WIKIDATA#Q37792	ville$NOM du$PRP:det Limbourg,$ABR Belgique$NAM
FR#WIKIDATA#Q46142	commune$NOM italien$ADJ
FR#WIKIDATA#Q960552	commune$NOM français$ADJ
